Compound	MC_POS_1_Salmonella	MC_POS_2_Salmonella	MC_POS_3_Salmonella	ME_POS_1_Salmonella	ME_POS_2_Salmonella	ME_POS_3_Salmonella	MF_POS_1_Salmonella	MF_POS_2_Salmonella	MF_POS_3_Salmonella	MJ_POS_1_Salmonella	MJ_POS_2_Salmonella	MJ_POS_3_Salmonella	MQ_POS_1_Salmonella	MQ_POS_2_Salmonella	MQ_POS_3_Salmonella	MR_POS_1_Salmonella	MR_POS_2_Salmonella	MR_POS_3_Salmonella	MV_POS_1_Salmonella	MV_POS_2_Salmonella	MV_POS_3_Salmonella	NH_POS_1_Control	NH_POS_2_Control	NH_POS_3_Control	NI_POS_1_Control	NI_POS_2_Control	NI_POS_3_Control	NJ_POS_1_Control	NJ_POS_2_Control	NJ_POS_3_Control	NK_POS_1_Control	NK_POS_2_Control	NK_POS_3_Control	NL_POS_1_Control	NL_POS_2_Control	NL_POS_3_Control	NM_POS_1_Control	NM_POS_2_Control	NM_POS_3_Control	NN_POS_1_Control	NN_POS_2_Control	NN_POS_3_Control	PRE_QC1_POS_1_QC	PRE_QC2_POS_1_QC	QC1_POS_1_QC	QC1_POS_2_QC	QC1_POS_3_QC	QC2_POS_1_QC	QC2_POS_2_QC	QC2_POS_3_QC
1.33_515.2932	4984310.431	7355105.86	28078.81531	6145151.271	7851693.907	8715462.866	9888127.934	10414114.08	18124449.39	9374806.589	9882584.781	13038890.89	8576184.821	11719366.38	8576304.821	5229469.571	6902731.783	9371804.219	4791287.849	5334378.669	8187692.643	1253807.318	1674855.862	1922761.974	394447.7247	756720.559	820512.0125	770151.4668	959073.8443	1384662.751	937533.5173	1195717.803	1446460.517	1018544.676	1565469.935	1766409.224	534846.5245	610781.4218	610839.4218	573217.6332	1097.707688	759961.6847	5802519.874	5706582.288	5353713.526	5419768.192	6575511.565	5646555.953	5817263.728	8421789.944
5.16_104.1075	321860443	551272347.6	1028630915	233982581.8	212459516	301557663	261538260.1	300595347.4	511011712.5	158569174.8	198611954.2	226795814.7	190828000.9	374519314.4	190827953.9	355179675.8	409223846.5	636407451.9	13446167.27	14051658	19284605.9	23326686.89	22018633.35	30678770.21	14074204.37	25864451.13	40053122.43	14819233.03	17727693.5	46643806.91	43980700.42	38039834.07	58398149.96	19394827.06	23963143.15	34390197.84	105343704.3	101256768.3	101256701.3	22250474.17	16672366.23	20166402.59	154676435.1	154283120.9	140270448.1	139058692.7	198483235.1	158754696.7	141644912.4	227134605.1
2.36_184.0645	437635.8754	580242.9416	10583.32149	321570.3764	278079.1539	317186.6071	110922.4536	116918.0704	0	35628.9433	46414.56787	57296.77847	257499.5187	0	257633.5187	265390.8884	294791.1069	0	378176.8363	340090.7447	495052.6916	584158.7581	688234.5274	766181.2094	774162.2344	1030108.24	1593159.991	845309.097	990756.6861	0	1035776.159	1017027.775	1441162.422	747537.5044	1095503.173	1354917.154	1026807.911	1160522.494	1160668.494	822517.2382	0	1043125.923	517811.2346	582373.1072	522472.5414	516968.4675	588512.2823	512700.6423	498451.064	590206.269
2.94_810.6036	760346.6683	1304141.688	0	652614.067	796095.4456	815360.2013	200640.7463	256661.3731	0	479779.3879	613539.5051	722445.3934	1377268.34	2669387.034	1377269.34	843248.7639	921355.0902	1365204.976	317028.1237	333282.7582	35930.59712	40982.77637	59890.4802	50826.28858	0	0	0	12455.26086	20685.42153	41045.95491	6733.445431	0	0	9596.052039	18687.9486	0	0	0	0	22629.50665	0	0	186249.6303	233855.1395	208956.1503	203745.8691	283292.3387	197917.5837	210709.64	296389.2384
8.30_148.0432	2004780.782	3952668.28	13167.21841	2875107.031	1754572.393	3896755.212	2954933.631	4006191.702	7472757.701	3227820.513	4569033.402	7778413.588	5346820.408	1604262.25	5346722.408	2193100.963	2720712.804	4099741.322	2215018.627	2185957.101	632.5752073	1106690.339	771314.9898	1366755.653	51064.57511	2053144.748	3222797.746	814436.9677	511793.3436	137000.8279	1283741.206	733685.4008	1544393.024	758405.9669	1326747.063	15859.40393	499535.712	793660.6408	793743.6408	798022.232	24171.80514	923636.3231	1958619.685	1903055.591	1953845.539	2325329.798	2277996.384	1918987.997	1638816.562	3124371.985
0.92_535.2728	162428.372	7285.063233	0	127899.7025	130562.3585	152733.6564	205431.4063	214750.3408	5213.096391	84551.37803	98698.66864	149279.6835	136672.5659	7822.043352	136792.5659	257898.251	188706.4225	321975.6119	250920.9586	236702.2856	290418.7711	539103.4996	672084.0998	665421.1387	836268.1255	694173.7986	0	452770.6894	570013.2354	0	978774.1749	874014.4893	894560.04	488983.6734	1451.964429	0	948362.9169	875091.1594	875202.1594	405168.2606	806.1710852	485780.712	469885.8108	469265.3902	453429.1794	380215.5211	515283.0023	405677.1125	356327.5743	532115.1263
1.07_553.3404	0	0	0	657.1430639	7155.035595	0	312.8535085	0	0	157.8694033	507.2497582	736.2014762	18149.22399	1547.884197	18248.22399	6601.674535	22041.87759	26605.28539	67045.15325	73235.19492	141150.2084	25065.61069	49911.47045	55379.66455	80574.0754	82615.87538	0	189074.2803	226206.9022	0	241537.6171	242655.8773	268834.824	223245.7805	357595.9014	3749.087562	161981.4533	170918.3203	170746.3203	156586.3966	0	176235.4955	50656.82746	56132.52001	52511.03518	63642.83314	72429.36841	61621.78048	69437.35824	90383.38028
0.82_187.0642	297.792105	0	0	0	0	0	10023.17658	6050.417478	12743.16509	8703.070976	0	0	439.7849377	0	545.7849377	223.6486136	1414.422431	823.3058953	9917.592975	12285.11658	15566.24298	61357.02469	86171.91354	86394.47318	65592.23967	59842.18915	36.69146848	21451.31169	17455.76395	0	53944.2898	62424.69996	63282.30964	18727.12803	0	0	14477.11545	12503.6456	12309.6456	24329.49023	0	25348.65845	11928.2773	17873.4029	15920.5633	21502.23544	15558.61017	21735.21008	19531.8448	23756.31739
2.94_745.6034	1558495.976	2651233.861	4544607.574	1374020.077	1640473.737	1732929.097	502351.3568	523718.1616	1030994.657	1089195.682	1184581.893	1518593.235	3933427.468	7413362.49	3933464.468	1457934.629	1591811.456	1985412.548	440154.438	436713.3672	641203.7218	40401.01543	43515.78323	98839.60117	96632.15431	186634.1774	297550.1166	137122.5834	147263.152	261758.2542	37942.50417	59892.54255	103990.544	116222.6718	156691.0544	155549.3227	149405.5586	115318.8618	115432.8618	124477.0647	0	134834.5144	563841.023	575141.2811	536262.2983	558466.5261	678044.7522	537022.974	580360.4306	691822.321
1.26_367.2723	8144.637302	3185.470407	12795.86163	7786.268098	12610.07201	12505.01772	7536.842984	13165.8218	7478.285608	7016.126384	10834.93991	6039.648671	12218.1544	94777.30017	12078.1544	7481.517134	17259.9747	9135.043686	24264.46932	27602.55183	42216.01835	48052.24213	61456.26472	48856.86929	33857.99989	72134.30448	29010.02761	50915.00892	42325.05765	173672.848	36335.18414	43761.05974	34386.59296	47010.29292	43784.68262	36387.07769	22397.02463	24474.55002	24596.55002	32826.57365	4523.043474	28603.90649	23589.32758	19101.74931	27018.38075	27674.60893	20912.68424	24301.69999	23917.42925	33060.57873
0.79_295.2281	14961.30859	103.3090449	0	81015.74788	72547.5886	47170.34001	49805.24794	36370.22051	60702.12141	17929.54942	26201.85141	16404.26554	39255.4248	0	39240.4248	35922.17775	37772.87074	41056.75078	132153.3249	120633.0711	165141.9446	225347.2398	178559.7436	265858.8063	190930.823	156735.792	35004.67041	348298.7413	325745.911	31476.67353	160425.3686	88581.80845	113628.3599	282540.678	167520.8602	189547.893	140954.9624	114501.6228	114443.6228	148060.6988	1740.528641	148506.6436	113605.8505	125512.2482	102830.1177	114679.4784	90144.4433	101114.9288	95576.07833	125206.1806
3.03_758.5727	4444472.372	9098995.006	0	3065892.299	3912997.69	4243666.358	1171294.4	1330463.454	0	1914216.797	2203721.511	2678871.193	7616975.4	13846221.87	7617132.4	2657303.65	2579591.914	3887988.522	900698.5146	873733.5407	0	148971.1732	166663.9709	167463.3364	114622.5457	142896.7642	201646.4358	208267.5615	243566.8419	511945.8804	89695.24408	128924.9656	134343.2976	185066.7214	326006.1173	432365.7494	117230.1469	227194.2993	227158.2993	243421.7086	2902.428452	262678.7725	1172775.061	1184475.897	1118294.529	1262046.518	1582785.256	1179299.869	1310354.49	1488251.543
1.19_268.1051	88843.47417	4529.114139	0	51223.43966	31179.716	49684.34246	0	0	1962.075021	110444.4173	66905.71213	117138.6542	8081.660843	0	8145.660843	1443.477513	0	0	35629.54333	27861.11981	42914.87114	108092.5611	145458.5697	185383.2265	193483.7714	326571.214	12627.62223	117135.4007	155699.6293	602.7987415	131194.8893	143274.4685	232364.5792	74199.57819	3964.234287	12343.25486	71848.27585	96946.83431	97042.83431	70856.57895	0	112000.0585	55650.00735	50950.47218	61318.06479	53763.10257	54848.02761	50824.6698	32626.56218	76111.89209
1.03_482.2946	86872.307	0	0	136135.2767	120482.3273	155207.7848	288221.6411	358854.9249	0	194770.5948	55022.14271	216490.0122	415028.7962	0	414865.7962	108940.7678	68712.30649	101915.9192	120317.7169	142850.6035	189360.2701	58444.78207	73323.85692	82139.14816	15741.97724	17137.1177	29466.99638	18477.09442	0	0	21553.28091	25665.47382	23127.70164	17534.10026	0	3500.020212	6519.935662	2573.70948	2406.70948	21937.59652	0	4863.523472	141440.1685	156143.4258	148736.9627	149703.3398	191679.9078	137209.3076	132894.6609	160051.1456
0.76_411.1935	656425.4718	0	0	488382.4749	641252.3028	630009.5216	1284199.016	1394843.068	2211091.757	379847.335	355467.4141	427398.1385	347762.9992	0	347609.9992	287357.8231	359628.8578	381376.7147	187505.5028	194966.6278	305907.4014	311718.4377	385331.852	436048.3985	90000.64722	85605.80025	0	102890.0317	99438.67687	2596.725036	27008.12129	32890.04091	34169.18098	388431.8451	0	0	67748.42107	55913.13196	55806.13196	60940.94671	0	74387.97826	266773.4214	263616.1292	268770.8597	279645.9553	308047.8379	264567.2948	247370.6039	368689.2476
1.68_204.0445	29080.60907	41734.64552	0	26602.66666	34055.34364	36549.18068	5676.509801	7491.971456	7661.548233	0	0	2462.274932	25984.72691	0	25809.72691	29530.20007	41041.48692	0	23287.79448	22055.39194	41477.53054	49964.7254	61301.20856	65915.30855	71120.51861	0	0	48533.05316	82770.76203	0	46964.31653	55619.02555	71714.69145	70001.48132	126983.8457	2735.323325	35767.71834	54181.39366	54176.39366	48535.73418	0	84068.09942	28964.80573	29498.81699	29161.60507	42015.03292	42533.10973	34000.57507	44828.17213	47398.62691
0.95_549.2520	12618.53419	0	0	1682.60175	3783.699201	8326.742668	48425.8477	49245.66207	0	10353.33797	9939.121501	8612.007943	11286.78383	1366.41016	11270.78383	37710.04968	64372.1517	61974.22204	59335.0166	88105.64177	106857.7286	73437.10934	110866.6324	130293.3691	119445.7965	115167.8428	0	91163.56091	137110.9549	0	109206.1184	91973.84041	101973.9667	100781.4611	0	0	102937.6696	91559.73144	91511.73144	68032.19277	0	93846.10019	63202.65847	75764.7348	64331.31476	63422.29553	72281.53761	58442.97951	53841.00161	71917.03723
0.76_443.2155	141056.4946	0	0	136734.3223	156954.9549	150317.1662	233385.2138	269591.0314	317166.5908	84017.98469	97856.92509	102352.3548	443059.3253	0	443110.3253	417410.3911	515918.5105	529144.407	127548.5699	152848.4479	228830.3451	104352.3156	90034.86076	97250.77375	22679.49803	27321.70285	0	34495.22137	47498.92737	0	57793.52407	46147.41244	49418.45328	227651.0574	0	628.3825329	65261.73187	47687.65851	47778.65851	87295.65116	89.98744878	100913.6738	151211.8143	142563.4471	148408.7179	145709.2489	135289.0035	156141.0406	144958.6316	190359.9508
0.99_499.2983	352765.8614	0	0	606654.947	627492.2775	802713.0457	1581299.027	1898147.233	0	890008.1586	197076.2071	1011417.981	2179193.706	251022.2608	2179376.706	474219.1301	471248.9615	605727.7579	561234.0287	688609.7654	1005462.464	442320.8555	695403.0685	763934.0763	44313.84753	83678.31831	139.796622	116528.2358	141938.7599	96244.3562	208700.8592	243952.6191	283677.6501	98698.87821	12260.15207	637.6528768	78312.53361	98741.74778	98755.74778	136412.8194	11251.37627	170550.958	751224.4515	774091.4752	709735.9848	737302.6357	904612.182	681499.577	781116.2235	995986.0676
5.12_174.1131	0	0	927.0303226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196.970058	0	0	0	39010.79799	62491.60919	0	141701.5908	332570.8525	0	0	242823.3217	0	41329.26499	0	2276.066855	0	134197.4336	4168.179159	0	0	0	87483.12981	80334.74164	0	0	0	0	0	0	0	0
1.68_834.6116	262553.5735	635639.5081	0	1599915.805	2191938.726	2523577.871	0	0	92930.52764	3043784.073	3149530.201	3571349.33	1962039.631	0	1962165.631	2849991.423	2662060.143	4152746.462	3748979.249	4073497.792	6312558.022	28070.08031	30552.74375	0	0	0	0	1043984.526	1452903.448	0	92301.48651	121748.9426	37135.67421	1296876.451	1784979.443	0	3127342.872	2906291.314	2906191.314	954857.4221	0	953120.1274	1128082.621	1064142.303	1075951.356	1369356.868	1395498.898	1369883.377	1495975.842	1753543.337
0.72_449.2570	6420.803748	0	0	10547.34382	13438.13513	11086.01232	7138.890713	13669.22011	9828.380093	6936.879596	2767.990806	11908.05312	19388.73365	0	19280.73365	2618.72385	7482.303729	7514.514324	27833.62348	24386.41844	41866.16376	41441.42528	34457.88644	48892.64	15521.10067	19605.79314	12.45150127	31699.70434	33832.70455	0	27164.65594	36078.48474	39943.11069	32645.01993	0	0	29003.0872	25860.8864	25987.8864	44996.23235	1218.627099	43572.6178	21835.23192	19238.40266	24239.28666	21746.68832	23967.00948	21498.7109	23054.00261	29796.00842
0.66_450.3357	47691.74376	0	0	21185.92048	18503.61007	10895.44524	55832.15636	58530.21225	70988.4574	41452.94732	32385.14657	41969.23989	38298.47675	0	38374.47675	39514.51198	39043.02957	68478.07314	176792.6348	177597.7049	240236.0751	212530.5553	209707.4455	223201.2034	134369.0311	249487.8592	0	141247.3772	124503.8711	0	134824.7697	146052.4488	175750.4239	135898.0745	0	0	145028.3958	180133.2798	180222.2798	154236.942	0	192711.2719	116289.1041	114730.2718	150771.5605	117853.5438	103242.8171	126802.0969	113379.7902	126920.3391
2.99_585.3778	0	0	0	12919.13299	10343.45815	3797.25815	0	0	2637.667592	13734.19672	25410.21504	14283.54268	0	9580.163222	0	0	0	0	0	5882.551476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8964.004984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.97_319.1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29199.08089	0	10713.01299	10973.21155	0	0	25474.86223	0	0	0	4315.321925	0	22766.87113	0	0	0	5007.109904	15330.01207	36158.87058	0	0	0	0	0	0	0	0
2.75_251.1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.1950791	0	0	0	0	0	13290.7936	7769.934471	5054.294966	0	0	5450.471811	3179.29365	0	0	0	0	0	0	0	8340.519794	0	0	0	6447.344429	0	0	0	0	0	0	0	0	0	0
1.97_383.3646	0	0	0	0	0	0	43612.31397	79500.87205	0	11399.12036	13481.92511	9326.673207	73254.52348	40052.04316	73116.52348	91516.62525	172127.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.57_1020.6042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43332.29703	204768.3256	172035.5405	132754.5405	206988.8044	158310.4951	0	0	0	0	0	0	0	0	39.85137765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.09_530.3575	6559.168378	15333.59153	0	64411.14498	69167.65719	31795.03522	0	0	0	0	0	18141.71268	0	138211.6041	0	0	0	0	0	16832.95889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.77_861.6216	17139.33878	0	85923.75018	9860.188389	0	0	0	0	0	26232.53305	0	0	17119.96821	0	17139.96821	90393.495	10766.03072	0	15577.62717	21489.50308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21605.17845	0	0	0	0	0	0	0	0	0	0	0	0	0
0.82_811.4870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217706.0597	250517.2179	326208.7588	66082.40708	91006.58285	161546.9966	62215.26615	78334.80785	0	221865.5234	312054.9604	0	130679.258	176863.9355	185910.9018	89859.70311	0	0	267342.4192	241296.7225	241385.7225	271080.628	0	325192.6319	75704.518	90882.95235	83798.8732	92727.41289	115878.0755	109103.3319	95334.40492	177350.7851
5.76_458.3489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420607.1184	0	228298.9857	0	0	0	103549.3736	0	71208.72136	0	0	0	278858.6438	0	0	0	0	167603.5171	26120.18606	0	0	0	0	0	0	0	0
3.30_320.1729	0	0	0	0	0	0	0	0	0	108.4918055	0	0	0	0	0	0	0	0	0	0	0	0	32452.45537	40600.94267	20094.69359	156085.6525	143634.5537	0	0	0	0	0	0	6729.763237	0	41312.27391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.49_514.3609	0	0	0	2225.904673	48348.46625	52537.32352	0	12898.05191	0	0	0	0	18040.23072	43900.32322	17863.23072	0	0	0	0	0	1949.986265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7912.79078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.32_479.3222	0	0	0	0	16327.14072	23145.50447	0	0	0	9180.046366	0	0	17119.74293	0	17264.74293	0	0	0	4303.02692	0	14797.15457	9149.632874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.71_599.3175	0	0	0	0	22544.34018	28529.13056	0	0	0	0	0	0	12187.44927	0	12301.44927	0	0	0	10889.36914	5088.85962	0	0	0	0	0	0	0	0	0	10089.1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.27_201.1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129.364476	0	0	0	0	0	0	0	0	0	14208.36439	0	9540.126992	0	8080.177534	0	0	0	0	13164.26899	0	0	0	0	0	0	0	0
5.28_273.1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012.571557	8025.664883	0	16049.66563	0	0	14778.9368	0	0	7561.506463	0	1427.134286	11325.35687	0	0	10246.39181	0	0	0	0	0	11656.76126	0	0	0	0	0	0	0	0	0	0
2.50_753.4200	0	0	0	0	0	0	0	0	0	21920.16127	20637.97428	0	0	0	0	0	0	0	0	23887.15143	33983.27748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.93_237.1599	0	2485.871533	1519.827362	0	11031.24187	4956.616781	0	3197.84111	3162.489875	3289.63465	0	6463.156338	12668.80853	13591.11984	18698.25731	10037.47214	0	6665.552693	237082.1819	213928.9048	207051.7573	1125212.299	947273.2269	1026223.139	425212.9793	441974.636	475570.4721	798161.4844	753344.2397	715071.9784	558612.2275	556224.8146	583074.9733	833964.7146	835235.1115	921427.6588	742311.7854	754347.3526	771863.8422	730277.6043	774197.3712	744442.3365	471623.9542	464576.3911	487254.226	436653.037	417583.2341	478853.3636	410299.3323	425351.0384
3.88_545.3042	0	0	0	0	0	8393.46115	0	0	0	0	0	0	0	0	0	0	0	0	14836.38378	23064.00793	31708.88356	156590.1522	137436.7583	145505.5842	121701.2754	123417.1303	146006.4469	78840.05388	127934.1915	120853.7736	80029.8304	85666.80804	97232.21016	96166.18819	108526.5572	129629.6874	72855.74945	83523.12347	81704.61112	73091.34145	82534.06786	100669.1164	43333.12659	59968.0266	56674.26598	79092.22732	75138.51902	52379.93574	68555.23591	78795.62413
6.43_642.3207	0	10769.83893	4371.963778	12285.02296	13841.27291	15850.97924	0	0	0	0	0	0	13533.34898	26019.91083	17801.80633	7339.531911	10688.24008	0	21746.55207	31836.32804	19809.68062	192917.7729	220267.3571	226076.892	111066.1172	129930.2949	123339.811	113252.4705	136306.2616	132806.8862	111887.258	138433.073	142855.0363	195888.1546	211075.1933	211927.7053	135112.7443	163877.506	147096.0622	102588.7106	117575.0419	110972.3846	70386.29811	100605.6258	91431.87348	94267.53691	91706.6071	89144.89423	98745.48507	95001.95354
5.77_722.4845	10174.42368	3939.395251	10853.25491	12591.28751	21224.76539	8693.259605	1847.794041	0	0	4827.944404	2313.746814	0	0	0	0	20747.29057	15342.26861	9281.676911	77938.75719	70482.00394	66856.52647	194081.0562	182543.5298	194725.9066	123198.7879	122828.4453	120566.3192	243170.0473	255409.6003	253474.5001	178217.5867	203581.5777	179908.973	282146.5332	251310.5235	255217.4749	166688.4684	176885.9642	158156.9716	150975.0173	170010.3028	148497.4906	142452.685	127288.5272	133546.4114	127401.0014	115163.1056	107263.6956	111113.8285	120697.7195
6.70_972.4999	0	19208.01459	8394.955669	44683.99441	19580.16804	41332.54431	9620.885012	0	7003.544503	4773.404861	4465.689895	3730.009705	40946.84685	39559.87103	48634.03624	0	24083.26754	0	109265.3418	90659.92071	83090.40794	259368.5009	308096.34	287402.5258	220507.8037	211296.1238	229789.963	289199.2123	316718.6688	279101.3443	210522.2201	204941.9424	234885.7342	248856.1154	270331.7574	272491.7781	191780.1791	196818.3739	198491.6661	140039.8167	131845.0417	155337.3924	134012.7785	179731.5763	194978.2301	152123.119	139972.3269	139646.6083	150696.4043	150604.4281
4.93_220.1323	3666.834719	570.6225423	7453.146522	4640.929742	8614.274309	1838.993698	0	0	428.0847278	1076.52002	0	448.394312	1114.312183	2678.780456	1784.640254	2277.430587	1162.095165	745.8560081	5949.732405	1682.442873	4522.404368	53949.80122	41768.39663	47923.54983	19031.09541	19472.46585	25685.52817	32951.87912	40100.92667	28392.28736	24050.49589	24496.52889	34609.22652	41752.41422	37735.99362	45029.50021	32528.135	30641.57824	25535.70468	40561.90701	38519.41255	37639.43067	23250.31487	25297.07225	23377.73644	23412.35875	18684.06897	28766.45025	26464.49163	16622.2887
8.41_491.2859	0	0	0	0	0	10.28228022	975.6950463	0	0	0	0	0	0	0	0	0	0	0	11259.75862	0	8544.97506	49897.61787	54679.1505	55195.19958	68391.18755	48118.31901	64370.66753	22102.30264	36183.3089	32598.84926	44772.0724	53388.07899	57413.6527	40922.89836	18971.34182	30463.49972	43615.06845	49509.10475	38493.6318	27443.72196	37084.75885	37241.68321	28261.59462	14148.95121	17453.04617	26901.36151	40960.83209	13722.54369	32103.05193	32403.20281
8.71_885.4357	0	0	0	0	0	0	0	0	0	0	0	0	0	12906.15497	14305.80411	0	0	0	12507.306	13358.93387	0	179564.6817	177982.3627	205974.5526	86207.31371	103031.7776	105234.3526	135995.1837	127479.4546	133832.8271	93806.10999	103344.0671	115644.0525	166839.3948	174854.333	165641.7934	76875.52203	61342.21305	64452.39737	94929.99858	109643.5036	110897.1915	38638.29941	54546.07058	63547.93818	64524.88392	57629.32967	63787.32636	65689.02536	71257.49951
7.16_701.4319	0	0	0	0	0	102.5602001	0	0	0	0	0	0	0	617.3446759	1828.255123	0	0	0	1276.540674	2252.242096	6523.160265	38459.4212	38282.80113	29910.11606	30209.83715	33830.736	36968.44478	22125.90407	21249.89257	31176.15876	47918.647	49819.80405	53898.42872	17808.85114	37936.71457	21877.46208	48606.00638	40742.4269	46359.80963	25635.99796	21034.0507	15932.37224	6359.358111	18079.50313	2754.869828	21014.98071	15104.43426	15763.81133	17135.27386	18563.33472
9.50_506.2969	18813.00546	27435.44274	19631.8678	0	16143.91908	23904.07994	32287.40486	5456.323515	29921.60638	17219.2277	0	14641.06649	50065.35408	30460.29651	41418.17665	0	0	12756.57533	117354.0523	117883.614	91564.70382	216341.2219	220535.6952	232313.1047	176975.9797	203989.2344	225073.1359	191516.8856	211004.0644	223627.4517	267453.3567	280536.3338	285017.4815	243832.1958	255423.3821	245383.333	150605.5158	169015.8139	140536.7729	132936.4273	127410.3982	134242.732	126716.489	137000.0191	145071.8094	131003.0816	145551.8349	130182.0523	147177.3351	137063.8735
7.09_256.1908	1119.352288	0	0	0	0	0	0	0	0	0	0	0	4304.613028	12439.3605	0	0	127.9582467	0	72787.8308	62829.92466	57911.28123	107137.6157	101481.5346	106278.2426	58597.74389	61788.35336	65755.10115	128469.3438	129274.1382	128155.9786	100904.7743	109244.6773	102294.9985	126879.2153	120598.4542	113205.2422	175269.9763	158324.7026	171163.6723	120284.6591	119623.3813	118945.5626	61891.32477	63489.60885	43678.46528	76165.40851	61622.42176	64975.9358	68461.20613	80435.12103
6.77_207.0530	260670.6937	209336.7647	189863.2577	271822.2716	181931.86	212714.301	269148.3737	148161.2811	173564.3877	60411.64909	97044.33487	95787.44257	590782.2658	497492.9499	413181.9258	390956.0889	276979.1606	243778.1635	2263746.963	1192221.875	500691.2677	2804874.899	2203952.582	1846368.884	1652897.882	1620574.632	1500581.705	3360264.854	2728332.771	2076461.548	3357434.782	3127778.585	2813794.08	3567364.651	2956627.269	2615664.658	3346428.834	2891495.525	2546030.864	3617328.857	3009769.621	2839201.695	2892008.598	3037786.027	2885902.715	2285153.097	1901448.809	2775290.487	2098494.752	1766928.551
8.47_258.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	4192.606171	3669.381742	0	6961.863593	0	32936.56777	40997.31488	33991.46119	83016.00504	60602.42801	62905.77898	39708.22067	32192.41038	27233.12259	74984.84442	71976.60032	73670.92753	51714.6949	56946.68187	71474.63026	50184.29462	52570.21704	59476.99154	72304.59218	79029.09307	79028.42141	47925.73223	54728.45999	54969.12974	31764.7614	40915.78584	34071.52746	33730.49297	44768.92047	39793.5721	39069.39736	27053.52344
4.63_228.0503	7582.773121	9023.055081	6975.317088	4714.604459	4011.897347	5236.625734	0	0	2909.364947	1025.669299	1135.291122	1061.012255	12491.11766	8746.16548	15969.94391	4566.073401	0	2179.989601	22730.52868	15816.19303	14114.41784	32598.21604	27447.86012	28507.11322	25954.7617	29269.16462	34630.97724	51501.27194	39999.67309	43017.83122	40775.99076	36645.3218	31513.85631	41370.44664	38165.33014	41143.0562	56487.60581	60123.71818	58118.34013	44690.04103	47815.04157	44227.15567	34369.67908	26348.33402	24045.50573	29248.58899	23490.26521	26580.40288	30887.82095	25552.30595
6.80_134.0600	1738.315597	2061.262467	0	525.700222	298.175553	0	0	0	1341.050564	0	41.08202169	153.9360793	2906.432562	1453.448111	0	2431.585478	3151.804287	0	0	6533.263522	0	15161.84648	12890.74153	9774.670966	10773.19465	11102.14818	3519.560135	13977.63624	16772.19378	11149.91585	11404.21004	16685.07206	17315.05656	16214.65488	18136.77259	14304.79321	20716.62451	17695.88478	17043.48152	18327.19939	19993.79643	21012.13962	9801.724323	9106.469071	5082.47953	13663.81756	10161.4022	6337.875553	17083.55183	6564.78598
8.68_467.2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6699.63131	0	41634.5463	39177.84075	34273.4022	33047.94707	46103.95905	44635.87897	32666.78516	29145.24547	40778.20631	48922.42522	34121.38594	19265.61159	23575.72719	22046.06494	25531.62417	29455.64703	31746.45716	43290.81077	21484.96345	19599.61295	11010.59761	13080.17044	12319.21911	25630.40499	21369.74165	9557.938895	12577.53824	10723.28566	20923.55029
4.63_508.2502	1815.629662	6189.335902	3539.967358	10857.16897	0	9463.731187	0	0	0	0	0	2036.454385	14365.79243	16803.67088	13954.53588	0	0	0	13818.70539	12181.02937	23698.70239	59557.07653	57458.37555	55216.58237	30184.83888	25879.23031	28040.65653	64738.2135	60995.56454	69345.56511	35789.82047	45280.994	31306.74746	71569.7885	69964.06232	65409.6022	36569.04979	49422.74936	46840.6262	49688.76477	45442.34603	39984.95606	23113.06377	27961.48689	29953.94419	43980.64584	45351.66771	18917.85205	21124.99164	38778.5906
