Compound	MC_POS_1_Salmonella	MC_POS_2_Salmonella	MC_POS_3_Salmonella	ME_POS_1_Salmonella	ME_POS_2_Salmonella	ME_POS_3_Salmonella	MF_POS_1_Salmonella	MF_POS_2_Salmonella	MF_POS_3_Salmonella	MJ_POS_1_Salmonella	MJ_POS_2_Salmonella	MJ_POS_3_Salmonella	MQ_POS_1_Salmonella	MQ_POS_2_Salmonella	MQ_POS_3_Salmonella	MR_POS_1_Salmonella	MR_POS_2_Salmonella	MR_POS_3_Salmonella	MV_POS_1_Salmonella	MV_POS_2_Salmonella	MV_POS_3_Salmonella	NH_POS_1_Control	NH_POS_2_Control	NH_POS_3_Control	NI_POS_1_Control	NI_POS_2_Control	NI_POS_3_Control	NJ_POS_1_Control	NJ_POS_2_Control	NJ_POS_3_Control	NK_POS_1_Control	NK_POS_2_Control	NK_POS_3_Control	NL_POS_1_Control	NL_POS_2_Control	NL_POS_3_Control	NM_POS_1_Control	NM_POS_2_Control	NM_POS_3_Control	NN_POS_1_Control	NN_POS_2_Control	NN_POS_3_Control	PRE_QC1_POS_1_QC	PRE_QC2_POS_1_QC	QC1_POS_1_QC	QC1_POS_2_QC	QC1_POS_3_QC	QC2_POS_1_QC	QC2_POS_2_QC	QC2_POS_3_QC
6.23_281.1502	14194.66113	11972.35352	12800.986	9855.466063	7916.313529	9671.147127	0	2665.275845	0	3611.406205	6768.134836	3077.54873	12577.44827	11708.44255	4196.54604	4375.25398	0	6895.64057	27239.79317	27339.57414	25975.16026	33229.76174	35010.7991	43209.49178	29286.99221	32829.2868	36487.25108	59728.14223	55415.22583	57744.58444	45954.84946	39101.09799	50801.46151	44806.96718	50741.5821	61459.40524	53515.2201	61860.55268	70183.82726	51648.41845	58954.04594	59602.24238	36175.78548	24178.26002	27253.50599	38477.68741	29027.21658	28759.03147	29446.31727	35499.00719
6.80_144.0442	1121.467174	6500.417721	6777.601367	1739.133566	1513.61401	1246.41656	1509.104646	0	1586.033148	394.7150483	9.931720903	838.8286067	3324.349646	2361.980867	5172.682022	4655.883021	679.1548026	553.9102477	8321.893155	10686.34978	3710.447245	12156.97596	13383.43823	14553.0653	12024.97366	12938.36243	14093.01573	20786.91803	19369.84803	13707.45075	16392.73109	19154.48577	21227.43527	21306.61995	21121.91889	18533.12277	20282.40207	16156.29571	18141.34998	17372.67246	20358.33183	22136.31116	10863.03446	14967.96607	11390.07017	14019.00501	9634.392829	17554.35426	15079.44088	14306.78278
4.66_261.1405	39784.3745	15441.62918	32556.13718	25644.29827	35855.12217	26618.38667	3255.290331	0	11859.02052	12169.33108	0	8927.261228	17116.73367	22879.55718	13324.27699	11614.11294	0	18358.47904	57150.39012	43490.94228	42284.44389	40001.21803	93716.8245	94304.67442	89433.85321	99726.81532	114843.2891	95976.80007	105032.3557	114921.5842	90998.76425	94786.03976	105868.3534	77988.5342	85597.25179	92028.20152	87808.31631	87709.32713	95642.71048	99518.39985	118264.2766	114933.5092	42407.54552	35507.11996	46945.52619	51276.89365	65688.97908	35419.17046	65537.89836	61257.02039
7.66_350.1753	14920.82752	0	5444.385265	4662.561325	2406.354382	2564.905607	5843.181347	8977.754228	11858.32944	6690.874432	5849.622966	9356.374405	23827.3304	3233.873358	9755.03623	0	0	0	56564.30107	47736.52314	48481.9873	98348.84694	87327.038	89377.71167	84912.22553	77508.12757	86555.51807	108731.9147	103747.5032	115231.0199	64778.79085	62505.55061	51557.71787	75481.92056	69707.73851	72541.68421	83407.27921	94652.50059	82811.04629	45806.10118	57829.28531	55708.40113	49977.55285	53584.39887	63456.96097	60109.35102	64995.75198	44738.13518	58833.12557	47616.28328
5.57_278.1846	0	0	0	0	0	0	0	0	0	0	0	21.90220272	0	0	0	0	0	0	0	4082.10137	4588.405682	6745.391781	12132.99776	9967.696884	3785.259638	11385.14075	11129.88628	6190.363324	9876.457886	6072.382385	18989.43431	13275.62636	26451.8826	13830.92812	19078.7298	13929.332	18651.5867	14535.97219	13470.8474	13874.2733	18443.58928	14558.28632	0	0	1699.455695	8983.997619	4999.152788	0	6319.712628	10996.21964
7.66_506.7927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23668.19952	10795.3261	31153.87834	36638.01526	16204.99766	39341.4078	18176.62332	20623.98586	30871.39638	22542.42068	9831.034527	20837.81329	14918.31158	19981.53907	16793.54059	25615.55161	29359.21486	27233.44394	21181.34561	21284.22814	24319.05006	7168.747772	8082.874831	8135.439364	13571.86423	12837.26031	12921.75349	5836.652691	15521.85449
4.89_206.1179	0	0	0	0	0	0	0	0	0	0	0	0	2828.267212	0	2101.879602	0	0	0	11098.25155	14536.09886	13867.86565	11841.11231	11720.32518	13784.58655	8608.540358	12077.64397	12074.98806	20055.05704	16110.92627	21332.25408	19487.60385	18552.03623	16297.61002	14964.54342	17097.42211	16344.05035	17080.84626	15647.62915	19491.32321	17702.59039	24896.26253	21839.9003	11053.67517	7203.59453	12298.12263	5330.03863	3103.495598	0	9108.884583	8410.209473
14.10_432.2949	1595.247353	0	0	0	0	1845.375435	1686.615157	2234.231151	1653.32641	0	0	0	1740.480654	57.78170314	5935.396243	0	0	0	5642.535364	3179.038709	14962.97309	19136.77855	25573.27432	23083.36051	18747.00597	24308.51623	21739.24417	22316.5631	24822.55911	17380.68226	11742.11571	9496.848074	1521.974017	28785.23641	27405.48294	22261.1198	19277.703	14698.16051	15393.66007	26169.64774	21277.36848	17133.90255	8900.839623	13100.13298	23018.96172	17702.23256	9657.470256	7056.300971	18803.33182	13154.59987
5.25_277.1757	0	0	0	747.397983	0	0	0	0	770.9364485	0	1023.039703	0	32.82935316	0	0	54.13848075	0	0	6488.144732	5150.198379	9669.234934	39040.89593	35596.2884	39067.96214	21317.85174	30112.73657	27035.05611	31827.41949	32048.92098	33733.9538	32845.27081	35237.20884	42048.42081	31332.32689	29778.65336	30805.53553	72844.68142	75427.13797	83207.0365	41096.59381	42208.86272	42226.42455	26548.06771	20390.44955	22738.23164	27126.83395	26398.93402	25140.505	27547.40384	25055.18277
3.33_153.0426	24991.11129	31857.39269	17936.68221	23648.71222	25640.4946	22604.84785	0	3544.57871	7009.587037	5535.677494	3965.907117	5269.695559	18180.02042	18381.44941	8558.162076	3016.714791	7185.68543	771.8579097	41919.54281	53832.09192	55855.857	56899.46656	68705.58224	62354.41432	60225.39117	59155.83592	50416.89097	65705.70979	75727.78255	67211.93524	68780.89436	72293.94695	74305.33013	68986.28669	78165.65468	73274.79403	86833.83327	82160.54322	83628.55481	83879.42561	87296.83527	83736.48132	61877.46874	51981.65635	59042.20126	54931.02174	61459.12068	62141.61716	64057.65904	54351.60449
11.25_477.3074	0	2.947855703	536.8818046	0	1003.475353	0	0	0	67422.88828	0	64078.39603	0	9278.006438	2694.437982	3516.427369	0	0	0	98380.65805	95471.30885	93049.10806	196962.942	184330.9271	175672.282	298603.7728	316251.223	308811.0347	158429.0775	170659.1491	160363.3314	157511.7955	179608.8646	163772.4717	183086.8741	168870.3565	174268.5803	217198.0491	191255.3904	200982.0177	154013.7246	151083.6398	155774.8682	129907.3326	123792.2796	138049.728	148722.5597	133445.2916	128197.662	146234.5403	131757.1421
11.25_521.2974	14922.59378	19821.81285	11692.96996	43816.22782	32931.97614	29988.02189	9720.373773	26126.57699	3547.949867	9285.959837	0	8788.892953	50067.48002	44364.26211	33540.28009	21502.08763	20059.65011	16023.3102	82131.15635	91040.12859	93733.18788	230402.4973	238832.0902	220252.0002	140089.3603	136900.2293	130443.1596	206002.2113	207467.1255	205822.2815	100266.4426	107462.7392	97381.10433	226144.6651	230308.2158	216960.5675	136507.8928	150165.6216	142502.4238	144540.5236	140122.8739	153268.6667	120301.8655	118960.1351	130281.9054	110336.5595	108305.4799	114070.1967	119867.3339	108762.2937
9.29_428.2744	0	0	0	0	0	0	0	0	0	0	0	2181.894556	0	0	0	0	0	0	0	0	0	8351.695669	8978.825525	10981.48314	25667.24753	21517.45195	16218.41929	0	16422.42392	14352.32622	21120.16134	24090.89159	14919.94847	18483.85991	8147.456502	14514.07287	16518.73096	17198.39166	12582.91192	18787.93781	10470.15376	12842.49082	10849.08715	5083.031648	5963.952182	0	5946.696537	6181.210493	7351.916637	0
4.93_107.0491	4606.043557	1664.59691	822.5055528	4713.653254	3249.073716	1707.46578	2197.792913	2582.149771	1847.914455	2874.580523	952.8958424	1107.9015	1864.548761	2358.517503	2578.260572	2285.580252	1464.843292	4443.807107	11482.28047	10578.75751	6045.779633	19951.28196	20674.67861	25759.17401	9229.43658	10155.65984	10128.36458	17563.75263	17775.8523	19559.79581	13106.50728	17228.47745	14557.87645	19438.05775	21571.88526	24875.11005	14954.31765	12835.85031	17387.81236	18692.15763	21498.42045	21458.54488	11409.17228	12872.15355	11775.20752	9452.747754	11803.49688	10952.08917	9784.931932	16991.54337
3.91_238.1185	0	0	0	0	0	0	0	945.9910417	0	0	351.3042655	52.19544773	0	0	0	0	0	0	30514.7438	16435.58109	21627.67266	31374.45886	45375.45041	35544.52523	41761.02974	32984.37053	36124.16772	25709.55201	26007.14075	22449.85887	39716.00216	47141.96354	34031.12585	41995.28294	39787.61464	34000.89441	69405.19741	77724.38917	72428.10552	44677.37786	53432.23608	60171.31234	5304.718914	0	20258.76887	2486.635007	19113.67373	8103.667643	6182.219615	15143.90943
11.89_701.2982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20818.66455	15412.96872	16633.67471	34433.36421	11810.45475	30014.19617	13500.50243	20144.47748	20480.50421	23928.78902	21196.6098	28527.13708	10107.68209	15239.6598	5021.128378	18290.58439	17802.62295	15101.39393	20229.97423	18825.99515	18610.73532	6037.574226	6534.665476	8044.701377	9504.514254	6513.532413	7597.055094	6277.098043	7242.930176
8.13_145.0527	89338.25562	92229.01286	86964.76597	94429.19118	79066.54746	73401.17324	63522.14045	60686.32112	49580.80098	33165.16411	41832.09505	44354.12705	176114.5727	154434.824	144351.5109	74906.63832	62657.9795	57961.21819	495526.6286	319145.9206	232683.9992	453645.0795	392087.0773	363215.0938	343247.535	308494.2497	298916.4104	554672.2526	475866.4366	403251.7715	576668.5423	563664.4338	497782.2515	658490.5933	525529.9844	513316.2496	517270.6129	475561.0688	427747.3703	646582.7527	605827.5368	575193.1338	456151.6204	426580.1896	442469.491	384196.0156	358622.9474	424636.4466	399301.4374	352305.2248
6.77_646.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151351.4499	19427.22502	0	227931.0636	126378.6791	121932.6898	88863.5135	82949.88063	75124.19506	329148.649	203571.5254	149721.7371	328354.222	242833.733	216729.9325	350228.4449	225263.4846	195749.3091	266995.0135	213051.9574	180287.7138	346642.0228	213290.6281	192269.7958	254588.4953	234103.5987	226398.2246	157967.3758	115123.6952	230686.4979	119801.3247	93039.74121
11.01_564.3392	280754.3477	265367.4101	256862.1933	255199.425	269456.6819	246720.8524	152401.9653	154473.6247	120999.8588	196619.5854	243057.5536	236937.2358	221219.8963	222426.0693	213857.8654	25068.25935	28771.70778	30150.28856	216163.6734	241217.5649	224785.6392	10343.45421	30176.92188	20598.78045	4570.728502	4797.033103	2107.266579	62538.00875	47321.68855	50355.2775	51573.0836	66741.24088	54208.68497	36370.6935	51936.78575	47112.86393	14832.49154	7551.288107	10354.44549	26634.1815	40101.34628	51948.66916	96153.37932	89203.73664	90221.51012	92833.62056	80072.29081	94017.06745	87702.59292	86134.05546
7.70_617.3033	0	0	0	0	0	0	0	0	0	0	0	0	46795.62578	46970.81843	47541.17337	14721.68688	13048.12034	4085.178184	106825.8142	111083.9183	126960.6252	265644.1687	258622.25	247894.6066	153086.8525	126514.6745	136900.4127	338945.6827	332798.1603	362933.9149	133843.9817	159299.9514	155834.5916	277849.9743	259063.6527	256148.7419	166053.818	151650.8069	163909.5796	161412.2237	139305.8961	175999.3818	141103.9028	109681.2493	110803.9746	132706.102	141415.3516	144394.4437	118006.8523	115113.1611
7.31_616.2846	2742.07952	3019.437157	0	0	0	2754.162682	0	0	1509.061402	0	0	0	0	0	0	0	0	0	0	829.2244662	0	8858.805291	12130.61811	5678.6612	7517.821502	10944.96732	13455.40066	16321.50973	13888.13344	15057.70278	11389.81535	11129.78343	11401.33324	18829.37794	13478.52767	16850.92176	5796.787234	0	7811.490707	9487.264198	11549.04705	5392.23303	3823.448952	4796.59541	4733.672822	5324.047148	8335.360813	4235.089805	7364.069917	8434.595703
9.08_883.4162	0	0	0	0	0	0	0	0	0	0	0	0	24480.9766	20424.5101	30082.34104	0	0	0	39132.48668	17690.4969	23874.14834	125230.5025	121036.9544	124562.1071	75607.87175	77608.0558	73573.25119	102931.361	104778.6924	130382.6758	52101.01559	43175.21167	57564.46298	84920.8059	101729.9486	102413.4495	67184.21804	78665.62888	66518.33809	40078.30534	34340.50258	55698.01506	23918.96816	39714.50152	20896.95736	43205.91728	46444.28736	34986.91005	43554.05933	45007.8371
0.81_168.0656	4675.333313	2031.90352	14375.01549	0	0	0	3.50E-05	0	369.8581679	0	0	0	15581.49606	10550.27382	0	2475.825884	0	0	47501.28468	47247.05921	32734.30013	38119.53392	44164.3484	43789.02453	37206.88372	36903.62104	36680.49183	43239.95666	57938.76836	58758.10023	52501.12973	54030.29105	45733.18514	75333.21801	66661.85157	74728.41024	80765.28013	95554.09258	75550.33482	73915.30204	68272.71036	75679.37108	29824.95999	44603.22291	29138.39379	27259.13072	39359.7435	30943.19977	31874.00295	30617.55298
8.05_329.1828	0	1022.916776	0	0	0	5527.086672	0	0	0	0	0	0	0	0	0	0	0	0	4230.243556	0	0	17949.94404	23939.17587	27698.40256	14302.14188	20677.20359	24870.96821	6251.92248	5884.174202	7446.17332	13491.74361	13516.70497	10288.60659	11215.07887	13869.37183	7602.722973	16610.69002	20760.62942	15028.62136	13306.7214	9760.369317	14778.51985	8204.501797	5109.770392	5517.313016	12508.63888	12634.95451	8581.780405	10940.41992	12100.81088
8.30_133.1014	7699.689403	4636.702937	1548.976758	4180.697128	5036.621953	8062.521726	2314.433989	3230.347757	8325.674864	2147.722531	3947.68528	4177.102783	9489.766793	12341.1979	7640.813686	0	6976.421301	2956.557086	28499.01443	33583.75489	30705.14041	34151.82167	38123.8	39571.82897	24066.59908	22948.0242	19664.54037	33579.32027	30416.363	35631.82941	34776.49329	32223.3182	31766.21979	34925.23494	34397.81934	37669.07333	38594.91491	34408.36852	36964.48516	38114.34818	35519.20967	40610.9557	28869.06477	28328.71406	22121.30793	22841.67258	20471.27668	23012.45434	26704.34968	25869.10138
5.77_196.1243	4430050.609	4293796.35	4524143.702	4328924.506	4286404.515	4179923.691	3816574.102	3881270.889	3758103.266	5563287.062	5747827.714	5607150.42	2833478.821	2934492.136	2906474.641	2031499.147	2133673.845	2092752.194	2532125.16	2451754.343	2492665.946	758721.5919	740165.9057	751794.8173	728472.2769	735426.2533	801211.2476	857650.3572	802667.7832	828658.484	1206657.706	1170487.466	1193360.621	1330486.839	1313363.038	1308181.507	959370.0964	979134.752	982778.8522	1388630.842	1383024.439	1466211.267	2176841.925	2147795.576	2111590.432	1958482.328	1961038.639	2094526.752	1981114.482	1994067.368
3.21_452.2021	0	0	0	3901.734411	825.2636388	3332.692827	0	2676.490441	1111.854969	0	0	0	43076.68077	36796.58365	0	0	15690.59468	48016.64821	0	56080.32279	36718.01282	250237.3309	239509.7561	190637.9001	199147.4819	163236.1014	0	133278.2031	162027.2867	140328.0798	139328.6733	126861.0032	100406.0585	178330.1081	113712.7918	142492.2425	231730.4745	201318.855	181807.338	143187.5301	132608.933	110980.9049	120344.7293	108637.6333	68412.84149	106328.6721	100667.416	112195.7814	117622.8292	91364.13612
5.97_368.2175	190409.4425	203338.7461	228249.0155	222553.3655	225683.9556	239418.0638	114556.3489	115161.4418	101399.759	296185.5886	344854.2287	335344.7258	345725.4147	358865.3436	351144.8421	98414.3552	109252.167	119993.1836	65256.34585	70719.43296	70110.1828	10672.05379	16233.534	19328.81743	12114.07564	16088.44073	16553.49819	8404.36039	9491.285602	7230.66095	9877.299131	17721.79234	17263.63803	16662.2107	12756.76912	10928.00836	9780.634352	13160.37802	9400.30566	7138.535565	15670.21703	21534.68625	88542.39744	87173.89289	88287.90058	65661.87094	75226.13716	61991.54459	64528.90123	74353.6135
8.13_191.0582	176647.0717	159645.8064	155654.8714	182757.3772	130568.0243	140016.061	143799.8524	129019.8121	103570.8828	78615.9936	83102.16058	78658.89017	347411.1578	269547.5389	272977.8851	137674.2973	131075.3491	106065.4206	969502.5398	608794.7703	406673.3205	870379.1728	719131.052	651061.0208	636204.7127	531712.7344	530825.5537	1135308.209	906278.622	773472.5303	1116516.292	1100154.509	892844.5029	1252882.628	1007263.014	936094.1568	999256.8131	886772.11	760187.5131	1263855.076	1080092.283	1016554.257	934763.5452	886350.8802	894915.2254	725913.2767	662827.3562	883611.4881	741838.1786	641211.461
3.49_267.0980	3026.429269	2523.430472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3135.850864	2220.155156	16448.46696	17696.88782	11395.1286	8865.041462	7878.596195	0	10588.42224	7257.330738	8433.809262	13140.35656	9233.66265	11631.39207	10399.26885	3654.712278	10102.9201	11749.41175	15591.7101	17761.47672	13568.60072	16863.4094	12222.56979	5594.074148	9792.785358	8049.093271	6402.792021	0	12135.33063	9909.585759	9810.505859
0.76_148.0966	5002.913163	2201.809594	7186.06773	3855.413137	2723.929816	1029.643341	0	1414.660181	11085.19387	3091.585808	2090.068069	0	8077.745444	6103.306018	8304.043189	5527.95145	4018.555026	5837.158575	39871.15554	35794.13704	35602.70752	61613.77429	46981.6219	36694.84912	36890.73114	23806.60056	19402.2214	50258.41475	50462.6881	48451.07355	56391.02378	39223.49748	28065.02602	65554.03126	51722.08216	45287.35791	52481.91903	51112.07363	48536.10157	70614.58537	53978.09016	52116.72367	29468.86551	36697.44181	29496.89245	23186.24852	27595.49425	38672.66344	15132.00394	23128.32062
3.49_274.1869	0	0	0	10451.38151	0	0	0	4968.099575	3652.907316	0	0	0	0	2637.658661	0	0	0	0	15300.00039	21085.00728	24449.79213	38804.33616	37907.02965	43883.4943	56368.79235	50022.88094	17961.80024	31151.13846	29010.09745	27433.28636	25766.53977	21405.41817	28913.93082	30510.80185	23095.74508	27037.8307	56177.42679	54269.4613	47884.41749	37750.80858	27154.56509	31164.31229	33233.77313	27480.67646	24290.46531	30148.66	13842.55431	30745.58203	28136.9861	24599.1679
2.95_295.1143	38900.33616	37708.02966	42883.4943	51468.79235	50111.88094	27961.80024	31151.13846	29111.09745	27781.28636	22766.53977	20305.41817	28921.93082	32310.80185	23425.74508	21037.8307	52277.42679	33269.4613	47884.41749	37610.80858	27154.56509	36364.31229	10324.143	8034.987	9067.865	10451.38151	7278.503087	8845.35261	8260.35241	6968.099575	5652.907316	7687.316929	7580.890695	5902.556076	5898.223438	5537.658661	10301.12339	8500.985386	10430.57889	11310.75039	9320.897386	8085.007279	10449.79213	12324.443	11034.987	9007.815	11451.45151	10278.51309	9845.75261	9260.43241	7768.129575
10.16_271.0606	341198.6033	330898.7337	348967.0096	336344.4295	378846.8123	346418.3189	215529.7783	231038.9166	219778.0061	124605.5036	144576.4494	134406.1215	368984.0954	383579.6744	401007.7225	171700.2501	179814.4866	190358.6993	3081.82738	7859.414266	0	2537.662915	977.1284804	0	0	0	0	1704.616783	0	0	1848.255928	2913.023284	0	2430.370614	7687.316929	4580.890695	785.309126	522.9256538	0	4202.556076	3898.223438	6602.231497	90427.73284	82695.35154	88137.5788	83012.10938	84020.3308	79543.81519	81021.76161	89929.93945
15.21_430.3086	294159.9589	330389.2262	308543.567	341880.1234	306476.2908	308343.5378	8080.106124	175264.4941	220441.654	199999.8626	168747.1165	188018.3182	287878.12	270376.045	264734.6846	233593.5992	260596.6022	210124.5347	170667.6034	156144.4446	147903.7546	25091.74759	21196.56135	23326.90696	6282.810014	9004.31175	7698.41058	8613.498707	8861.35261	7278.693087	17113.48822	12336.86976	10709.63653	3464.485302	8166.599216	15298.80049	26289.56824	22481.54841	23060.04141	18841.62696	33958.8998	34777.95059	115803.7546	107360.0616	112694.3561	117580.7234	95642.84384	112545.6218	100039.7906	75175.22268
0.81_212.0917	0	0	0	0	0	0	913.6935766	0	0	0	0	0	0	0	0	0	0	0	5754.695566	3858.999369	5908.848461	11825.59328	6031.60451	12382.10174	11261.74822	9874.764946	8344.936476	22771.50097	27907.35808	15131.60717	21624.14193	12045.61914	5333.922729	31904.50926	11823.98619	24704.74552	30863.32154	16035.14098	22139.11007	31238.38965	21980.31536	15084.84186	11196.61589	14256.93817	11848.4199	11447.89335	0	10546.82128	10290.96665	8962.666992
8.23_589.3703	0	7232.636358	0	0	0	0	0	0	0	6886.767733	7386.040436	10050.00138	0	0	0	0	0	0	42822.13294	35938.10982	46082.47296	70251.92054	74583.25805	72070.34168	35147.02179	34772.48531	31473.12102	96672.08958	113506.8398	104093.5707	46511.98306	55961.12006	50606.03947	64703.51052	63811.93189	61375.12592	50189.97371	47515.63507	45363.40054	100398.3499	112101.5875	103505.1229	37608.09108	42978.58992	42424.97758	39144.08629	43904.94307	41607.55218	44559.97411	41147.95361
3.62_273.1558	10494.98069	9197.183734	0	18319.41194	20011.76269	17993.81277	0	9398.320459	425.3338027	0	0	0	21019.33468	6733.371025	12605.73362	0	0	0	13951.42359	21246.86267	20211.9207	69539.7287	62354.72831	85058.91699	55259.29227	76504.5865	74557.41224	61474.25552	38451.74884	25485.89069	49628.83211	34337.80153	33038.60078	63974.71584	39572.87485	54819.41172	57914.91851	40919.40822	56753.48594	55299.86055	28445.5544	41635.66662	38044.78259	39115.53831	31076.15644	32680.70231	47224.86161	33880.14985	22724.91009	26382.33559
9.61_556.3365	2091.916795	1767.004632	0	0	2637.301427	0	0	3963.349775	3729.844908	0	0	0	0	0	0	0	0	0	5150.054108	3123.457769	2072.717994	30206.88815	37664.5226	31310.46902	48235.66144	50733.07432	52380.03863	19468.58383	17466.11259	10690.57664	47477.14624	54394.40699	53566.19125	21969.32301	23037.74724	24713.18398	34745.66106	23865.9205	37548.67128	12068.91016	16556.91685	17812.88464	12399.24113	19706.22842	16628.04752	14506.04216	22411.62461	14648.04858	21032.15407	17875.03564
10.13_447.0927	2456698.899	2387574.863	2333457.449	2317473.581	2226670.463	2226715.169	2025787.428	1830584.138	1702525.429	1117640.39	1092610.566	1040983.475	3125688.898	2703673.008	2812888.316	1499359.881	1511335.436	1365446.426	8787.934311	15107.08083	9102.738492	0	0	0	0	0	0	0	0	0	0	0	0	3138.599273	0	0	0	0	0	0	3910.326567	0	750443.2523	704507.0219	710485.1875	701482.4148	650426.262	713330.3405	703354.4779	638397.022
8.13_132.0444	4981.819129	4856.311131	3956.94488	5203.469789	5126.811302	4002.307785	3764.945746	5448.087977	4177.06912	4302.01981	6114.795176	5435.914818	6441.049209	6714.639614	9698.055956	7099.653184	5346.168615	5639.364028	22645.96285	14502.42179	11286.95186	22724.89956	18009.42416	21120.05087	17359.3109	15885.52641	16706.99706	27985.55209	21155.68572	21430.12624	23967.44396	28382.2729	28728.2028	29646.58945	28092.88684	28767.97397	22116.11835	25492.80222	20196.10806	30918.42985	27674.50179	31724.45779	22007.72371	19554.2631	21310.26409	20663.31575	17964.11817	23189.7425	17340.28034	19834.02674
8.68_433.2416	0	1406.189583	0	0	0	0	0	0	2491.915613	0	0	0	1097.09343	1701.079503	4675.433335	872.7536655	0	227.7558744	2441.7983	6452.203202	5111.54023	4630.113789	13347.47593	17812.00942	26540.33459	24017.6712	35867.89128	19366.43771	16185.78433	13093.08778	16814.95617	20185.91912	19095.85835	10732.20806	6987.865349	13492.85717	11528.58689	14624.04357	19607.19496	9132.164723	15039.71456	16506.38678	6161.570937	10627.10118	3662.735931	9311.683042	11302.57082	4619.862288	9513.406494	13209.79785
7.31_331.1277	494.5287339	0	437.6765794	521.7189486	0	516.1464568	0	2537.914431	1947.285378	255.113718	749.7322603	60.35089241	0	0	1901.341988	0	0	999.0281235	2424.773908	7043.018273	5746.112233	7339.694183	13492.80734	10108.37305	18151.01569	17422.79703	13854.57024	12208.44289	13906.63298	19798.45104	7928.892183	20179.1855	17640.09915	24717.94773	26522.42457	24184.37984	35778.30172	41026.63491	38684.53858	15994.22323	19694.99256	26258.86082	2796.58181	6831.099964	0	1019.619182	11737.12107	7284.775934	9659.636924	6648.674698
2.71_190.1073	3804.494059	0	11816.71304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2970.31515	1477.247946	0	3837.832576	7898.150256	19793.96601	11784.43743	15292.0105	20202.27641	13884.34615	15086.78678	12394.02668	14526.56501	22420.43824	18101.72065	19784.04239	21610.30464	25071.00017	35063.28544	32488.40762	36108.33573	21010.02992	27917.26671	24736.39047	6867.640041	6731.752932	0	4184.857065	14356.10194	3375.964518	11822.90547	4773.502441
0.76_88.1121	2798.962864	0	0	0	1938.725738	1858.040034	0	0	0	108.8798635	0	0	2562.358395	1471.109461	0	0	602.237632	0	6955.076006	5815.650661	5104.28463	5027.95901	9546.833242	5727.029199	8408.147997	6161.848472	5160.280255	13442.07486	16684.41708	13504.75436	11042.98762	7586.815798	7648.548788	9897.950145	9113.156167	12121.20138	18313.02948	15232.85747	12941.07346	14634.45904	10011.99064	5349.957261	7390.943021	1163.022804	2721.381089	4733.040852	4251.354059	5019.354893	3080.344269	1779.319092
1.30_231.0980	311284.9769	358240.345	441142.0955	324023.7174	396369.7796	304433.5482	146262.1957	187727.9482	190559.2499	158329.5916	293932.2797	247740.0633	120774.2094	173409.131	217669.2353	137169.0447	117137.0118	132290.0939	47315.19269	47242.12151	73181.12567	8114.425485	9244.050584	6758.640657	3189.70589	5509.276066	7509.885745	8536.352719	6192.899839	19744.33939	6486.858071	15404.72594	16406.99481	14492.1527	19928.17953	18526.92968	15364.82676	16996.37764	24042.04082	40920.88366	44495.04455	42945.77849	52202.69834	60735.29488	54366.75599	65054.38404	74024.83451	55807.33306	61651.62352	66345.65193
4.18_215.1391	1031321.787	1048566.785	1025402.441	908105.1335	992240.1614	932104.3933	746901.2424	765800.5007	663129.3915	875595.794	852275.5398	882357.9096	746612.6141	724071.1525	712310.5499	378563.4253	397169.8753	406820.1976	447245.9949	445170.4359	448388.0008	307884.3116	261279.7352	273590.231	436888.2697	446357.7117	471276.5463	271619.545	272780.4241	277403.8777	392691.8751	411062.5293	423470.435	479065.4699	488726.0949	483081.0522	429571.685	458079.3295	452591.5305	463788.865	462450.6271	462866.7296	557436.8315	559917.1398	586623.4405	547749.4606	543758.2656	552303.3412	531763.5649	544755.9478
7.91_1022.4931	0	19330.11794	24193.51003	78319.50009	71806.99753	73297.01173	0	1404.847341	0	0	0	0	103878.1844	86103.0741	109224.1131	13701.16429	15138.28167	15951.62783	102059.6501	102915.4435	121673.9684	350509.1664	344784.938	351088.5992	199524.0038	203878.6633	178161.1937	321549.3324	304812.8486	308660.2285	218054.1299	192698.8328	214230.6908	301182.1921	284837.2381	306956.0982	152766.827	135498.7876	161473.7956	145047.7284	150704.5794	149796.8792	143335.1151	156651.3306	151658.2115	195962.2895	156734.7503	159055.0767	164574.9431	168345.0005
4.10_424.1834	0	1719.904875	0	2673.434791	604.4568465	0	2762.666132	0	14595.61502	3303.568909	0	0	1815.817614	3503.526722	4402.319541	0	0	0	16227.77719	21459.77789	19804.26552	46306.13445	50501.66589	48635.7791	33793.61557	36839.22904	40739.24114	21625.63223	23626.39124	23925.8336	29662.15258	32683.25215	28160.33416	30267.06417	21682.20422	19771.29501	23651.25683	29324.47201	26962.26481	19145.05834	12219.96304	22402.85904	18271.58529	17564.13775	10933.7252	18996.73134	12840.68708	16761.37409	26713.13972	14611.2854
